Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=464ef95516a5fa5c,8퍼센트 경력 개발자,8퍼센트 서울 종로구,,"개발업무 - 금융 서비스 개발 - Python/Django 기반 - 정해진 역할이 아닌 기능에 따른 업무 분배 - 프로트엔드부터 백엔드까지 업무 범위... SQL 기본 - git flow - python, django 경험자 우대"
https://kr.indeed.com/viewjob?jk=7db25ada717266e0,[Clova] Clova AI AiCall 개발자 경력사원,네이버 서울,,내부 도구 개발 [필요역량] - Python 혹은 비슷한 유형의 언어 개발... 데이터 전처리 자동화 및 MLOps [필요역량] - Kotlin / Python / Go 중 하나 이상 능숙하게 개발 가능하신 분 - 디자인 패턴...
https://kr.indeed.com/viewjob?jk=1a2b0ed865e17d93,[유명 인터넷 금융사] 클라우드 플랫폼 개발자,제이앤피에이치알컨설팅 성남 분당구,,"경험 2년 이상 · Infrastructure as Code를 이해하고 구현할 수 있는 분 · Golang, Python, Javascript 중 하나 이상의 언어에 능숙한 분 (우대사항) · 서비스를 설계 단계부터 참여해서..."
https://kr.indeed.com/viewjob?jk=1110176d0af97524,[인공지능 전문기업] Smart-X팀 직무별 경력직,마인즈랩 성남 분당구,,"양식 커리어 온라인 이력서 직무/산업 직무별(직종) 웹기획.웹마케팅.PM웹마스터 웹프로그래머JSP, JAVA, Python 응용프로그래머Unix, Linux 시스템프로그래머시스템프로그래머 인공지능(AI).빅데이터인공지능(AI..."
https://kr.indeed.com/viewjob?jk=c7fcbf1ff4218637,Database / Advanced Support Engineer,Oracle 3.8 서울,,MySQL / TimesTen - Docker / Container - Kubernetes - Python Detailed Description and Job Requirements... member...
https://kr.indeed.com/viewjob?jk=23d2559db4b09d5f,게임 데이터 분석 및 지표개발 인원 채용,엔씨소프트 2.8 성남 판교역,,"험이 많고, 게임 시스템에 대한 이해가 높으며 서비스 런칭 경험이 있으신 분 - 데이터 분석을 위한 통계툴( Python / R / SAS / SPSS 등) 활용 가능 - 빅데이터 플랫폼(Hadoop / Hive / Spark..."
https://kr.indeed.com/viewjob?jk=ff52e5f9625f8f34,Machine Learning Engineer (LINE AI Servi...,LINE Plus corporation 성남 서현역,,"적용한 경험 - Hadoop MR, Hive, Spark 등 대용량 처리 프레임워크 개발/사용 경험 - Python, Scala, SQL 등의 프로그래밍 언어를 사용할 수 있는 분 - 해외 출장/근무에 결격 사유가 없는..."
https://kr.indeed.com/viewjob?jk=2cff377c899798fc,Infra사업본부 Bigdata 프로젝트 개발자 件,SK 네트웍스서비스 경기도,,툴과 솔루션 적용 및 운영 경험 ㅇ분석 지원 언어/패키지(SAS/R/ Python/Spark) 사용가능자 또는 자격증 보유자 ㅇBigData를 활용한... 분석 지원 언어/패키지(SAS/R/ Python/Spark) 사용가능자 또는...
https://kr.indeed.com/viewjob?jk=cdc69e78bbccefd3,[해외취업] AI 엔지니어,株式会社ASCOM 대한민국,,"회사에서 일하고 싶어하는 사람들에게 좋은 기회입니다. 인생의 새로운 장을 열어보세요! 1) C/C++, Python 및 기타 프로그래밍 언어에 익숙한 자 2) 딥 러닝 도구(예:Tensorflow,Caffe 등)에 익숙한 자..."
https://kr.indeed.com/viewjob?jk=58613b11ebe8779c,Deep Learning R&D Engineer,Intel 4.1 서울,,TensorFlow and PyTorch - Strong programming skills with Python Preferred Qualifications - Experience as a deep learning...
https://kr.indeed.com/viewjob?jk=1937ebb0ea172f08,데이터 엔지니어,리디 서울특별시,,"환경에서의 데이터 파이프라인 구축 및 운영 경험 GA, Tableau 등 외부 분석/시각화 도구에 대한 지식 Python, Java, Scala 중 하나 이상을 이용한 개발 경험 [지원 시 유의 사항] 이름, E-mail..."
https://kr.indeed.com/viewjob?jk=b8484108a7f4884f,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌 대한민국,"연봉 32,520,000원 - 65,030,000원","백엔드 개발자' 의 경력사원이며, 상세업무내용은 아래와 같습니다. 1.개발자( JAVA, C#,.Net, Python,PHP): 시스템개발 업무 수행 및 유지보수 2.응용프로그래머: 솔루션 개발/운영(Web, C#, iOS..."
https://kr.indeed.com/viewjob?jk=092d062a6faa7139,데이터 분석가,카카오 4.2 성남 판교역,,"이터 분석 지원자격 데이터 분석 업무를 수행할 수 있는 하나 이상의 언어 스킬 필수 (예. SQL, Python, R 등) 데이터 기반 프로젝트 경험이 있으신 분 (예: 통계 분석 프로젝트) 어떤 일이라도 중요하게 여기..."
https://kr.indeed.com/viewjob?jk=a4946f6098077a45,[개발]Python 백엔드 개발자(정규직),위메프 2.8 대한민국,,"3년 이상자 - Python 개발 경험 보유자 - 개발 환경 변화에 유연한 자(새로운 언어 및 새로운 시스템 적용 등) [우대사항] - 마이크로서비스 아키텍처에 대해 이해하고 있는자 - Python Django, Flask..."
https://kr.indeed.com/viewjob?jk=3e2ccf374eae0c90,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌 대한민국,"연봉 32,510,000원 - 65,030,000원","비지니스회화 주요업무내용 1. 개발자 : 시스템개발 업무 수행 및 유지보수 ( JAVA, C#,.Net, Python,PHP) 2. 응용프로그래머 : 솔루션 개발/운영(Web, C#, iOS, Android, Delphi..."
https://kr.indeed.com/viewjob?jk=fb617eeb80ea6fa9,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스 3.8 서울,,"Science를 위한 언어(R/ Python) 및 Tool(scikit-learn/Tensorflow 등) 능숙자 . Deep Learning Model 구현 경험자 . Java, Python등을 이용하여 분석을 위한 Data..."
https://kr.indeed.com/viewjob?jk=c388192aa3ac0634,Staff AE,Synopsys 서울,,"enhancement of advanced technology rule decks using TCL, Python or Perl. Key Qualification The person should have minimum 12..."
https://kr.indeed.com/viewjob?jk=3a08c7089343733d,광고팀 - 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용 대한민국,,지식 보유자 - 투자자산운용사 자격증 소지자 우대 - CFA/CAIA/CPA 자격증 소지자 우대 - VBA/ Python 활용한 업무 가능자 우대 - 관련 전공 및 석박사 학위/금융 관련 자격증 보유자 우대 3. 전형방법...
https://kr.indeed.com/viewjob?jk=e5ab641672f761c3,네트워크 엔지니어,이베이 코리아 대한민국,,환경에 대한 경험과 이해 [우대사항 ] - Windows / Linux OS와 Powershell / Python / bash 등 스크립트에 대한 지식 보유 - 네크워크 진단 및 모니터링 툴 운영과 트래픽 분석 관련 실무...
https://kr.indeed.com/viewjob?jk=d2df92c32bd4a203,Software Engineer,Google 4.3 서울,,"languages including... limited to: C++, Java, C and Python. Experience in a wide variety of projects utilizing natural..."
https://kr.indeed.com/viewjob?jk=b25ed61fb84a5785,프론트엔드 개발자,스포카 대한민국,,"준적으로 TypeScript, React 및 Redux를 사용합니다. 사내 도구는 Rust와 Haskell, Python을 사용합니다. 제출 서류 이력서(필수), 포트폴리오/Github 주소(선택) 접수 기간 상시채용(채용시 마감)"
https://kr.indeed.com/viewjob?jk=ef10a663799ced7d,블록체인 시스템 엔지니어 채용(무관),네오위즈 대한민국,,"와 네트워크 지식을 갖춘 분 - Docker / Git 등 관리 툴 사용 경험이 있는 분 - Shell, Python 등을 이용한 스크립트 개발 경험이 있는 분 우대사항 - 블록체인 서비스를 사용하거나, 블록체인 시스템을..."
https://kr.indeed.com/viewjob?jk=c3d7487ed86d9cbe,Counter Intelligence and HUMINT Operatio...,Booz Allen Hamilton 경기도 평택,,SharePoint... creating mathematical models and coding in R and Python Knowledge... US Army's organizational structure...
https://kr.indeed.com/viewjob?jk=8c8700db243d1a3c,Applications Engineer (Library Character...,Synopsys 서울,,"Working knowledge of scripting languages like TCL, Unix Shell, Python, or Perl. Prior AE/design experience is a plus. Working..."
https://kr.indeed.com/viewjob?jk=0b020b7dde41a326,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
https://kr.indeed.com/viewjob?jk=8becbf73bbda7c96,2019 Military Service Exemption Position...,울산과학기술원 울산 언양읍,,"least one programming language... Fortran, C/C++, Python, …; Experience... managing high performance computational..."
https://kr.indeed.com/viewjob?jk=dfcb86f156623e5c,보훈대상자 인재 채용,네오위즈 대한민국,,경험이 있는 분 - Unix(Linux) / Windows Script 작성 능력을 갖춘 분 - Java / python 개발 능력을 보유한 분 모바일게임 UA마케팅 담당자 (경력) 경력 [담당업무] - 권역별 시장...
https://kr.indeed.com/viewjob?jk=e56ad55002666f4c,Process & Data Scientist,Applied Materials Inc. 대한민국,,"systems Experience... least one programming language ( Python, R, Java, etc... writing SQL queries Qualifications..."
https://kr.indeed.com/viewjob?jk=609e248684d02ecf,DBA 엔지니어,쏘카 대한민국,,"시계열 데이터베이스(InfluxDB) 구축 운영 경험 보유 • 자동화를 위한 스크립트 (shell, python, ansible) 지식 보유 • DA# 이용한 ERD 관리 경험 • 새로운 기술 도입에 대한 오픈 마인드 지원방..."
https://kr.indeed.com/viewjob?jk=153b61bfd2b5f9d1,Software Engineer Intern,Intel 4.1 서울,,"environment Preferred Qualifications - Programming skills with Python - Understanding of operating systems, system software..."
https://kr.indeed.com/viewjob?jk=6aac06e7339b28a5,[해외취업] AI/BI 엔지니어,유아솔류션즈 대한민국,,"고력과 도전적인 분 새로운 개발언어에 대한 적극적으로 습득의지가 강한 분 【우대스킬】 1) C/C++, Python,Perl 및 기타 프로그래밍 우대 2) 딥 러닝 도구(예:Tensorflow등등) 취급경력자 우대 3) AI..."
https://kr.indeed.com/viewjob?jk=65c4c2209aa2d9f2,"Design Consultant, Sr I",Synopsys 대한민국,,"DFT, MBIST, and ATPG tools. • Experience scripting... Python and Tcl. Experience with Verilog or SystemVerilog RTL..."
https://kr.indeed.com/viewjob?jk=05ce3c7d5c6c368c,Research Engineer - Machine Learning,AITRICS 서울,,learning approaches One or more software engineering skills ( Python preferred) Experience in using deep learning frameworks...
https://kr.indeed.com/viewjob?jk=3e617a8ed7934773,Quant 트레이딩 부문,벨에포크자산운용 대한민국,,"거시경제 데이터 관리 3. 지원자격 및 우대사항 (1)필수사항 -투자자산운용사 보유, Python, 엑셀 VBA 사용 능력자 ( Python 패키지 : Scikit-learn, Keras, Tensorflow 활용가능) (엑셀..."
https://kr.indeed.com/viewjob?jk=d5be40de21d8637a,Senior Field Service Engineer,Huntington Ingalls Industries Inc. 경기도 평택,,"Technical background with working knowledge of HTML, Ruby, Python... Java Knowledge of hardware, networks, and server..."
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,마이뮤직테이스트 서울 논현동 • 재택 근무,,"language (i.e Python, Ruby, Java, .Net... High proficiency in Python... knowledge... least one Python web framework..."
https://kr.indeed.com/viewjob?jk=0bce5c7e8c1e521d,[피파온라인4] 테크니컬 아티스트,Electronic Arts 서울,,"Max script, Mel Script 1) - Understanding and utilizing C# or Python language - Experience creating or plug-in tools related..."
https://kr.indeed.com/viewjob?jk=2b7bc67cebf49cc0,"빅데이터, 인공지능(AI) 외 신입/경력 정규직",thecompany 경상남도,,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=ac1440dc6fdc0c31,카이와 함게 성장할 개발자 찾습니다.,카이 대전 유성구,,웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>HTML·퍼블리싱·UI개발>웹퍼블리셔(HTML코딩)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=4233609a843b5e96,분석지원팀 - 데이터 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
https://kr.indeed.com/viewjob?jk=b15048c3c102d92c,Global Fintech DW/BI 엔지니어,LINE Plus corporation 성남 판교역,,"사항] - 오픈 소스 기반의 시각화 도구(Zeppelin, Superset 등) 활용 경험 - Java 또는 Python, Spark 개발 경험 - 모바일 금융 서비스에 익숙하고 관련 최신 트렌드 관심 - 금융 데이터..."
https://kr.indeed.com/viewjob?jk=0f7993638aee82bd,Machine Learning Researcher (Intern),Qualcomm Korea YH 서울,,"Adversarial attacks, examples Minimum Qualifications • Python Programming • Deep learning with hands-on experience of deep..."
https://kr.indeed.com/viewjob?jk=fc207b90f7c09a40,[해외취업] 엔지니어/게임 프로그래머 정사원/계약사원 중,"CREEK & RIVER Co., Ltd. 대한민국",,"필요 [환영 스킬/경험] Unity를 이용한 개발경험 C#, PHP, Java, Ruby, Perl, Python, ASP, JavaScript등의 프로그래밍언어 사용경험 LAMP환경의 구축경험 [원하는 인재상] 게임을..."
https://kr.indeed.com/viewjob?jk=de567c4b6b588c4c,NAVER IDC 서버 운영/관리(춘천),NIT Service 춘천 동면,,"Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 [고용형태] - 정규직 [근무지역] - 춘천..."
https://kr.indeed.com/viewjob?jk=2bf26529770cdc22,"Analog Design Engr, Sr II",Synopsys 경기도 성남,,"control/data-capture. •Experience with TCL, Perl, C, Python, MATLAB. Inclusion and Diversity are important to us. Synopsys..."
https://kr.indeed.com/viewjob?jk=36a418cd05c30a44,안드로이드 개발자,스포카 대한민국,,"합니다. 신기술 학습에 대한 열정 현재 스포카 크리에이터는 MSA기반의 서비스를 운영하고 있으며, 언어로는 Python, TypeScript, Rust, C#, Haskell, Kotlin 등 다양한 언어를 사용 중입니다..."
https://kr.indeed.com/viewjob?jk=c2f5f53dc48263eb,Machine Learning Researcher – On-device...,Qualcomm Korea YH 서울,,"experiences • Algorithm implementation experiences using python with deep learning platform, e.g. PyTorch, TensorFlow..."
https://kr.indeed.com/viewjob?jk=58047cbc4fa71e31,데이터 분석 전문가 모집,엔씨소프트 2.8 성남 판교역,,"년 필수조건 1. 필요 지식/ 기술 - 데이터 분석 업무를 수행할 수 있는 하나 이상의 언어 스킬 (R, Python) - SQL 을 사용한 데이터 추출 및 활용 기술 - 통계 이론 및 머신러닝 방법론에 기반한 분석 및 예측..."
https://kr.indeed.com/viewjob?jk=089931931a0474d5,소형전지사업부 경력,삼성SDI 3.9 충청남도 천안,,"천안 전공분야 - 컴퓨터/시스템 전자/전기 기계/산공 전문지식 - Java, C#, C++, Python - Orade (PL/SQL) - Automod, VisualComponent - 통신프로그래밍 경험자..."
https://kr.indeed.com/viewjob?jk=e795dbc603d84601,전략솔루션 본부 인턴,현대자산운용 대한민국,,"아님) - MS OFFICE 등 문서작업 능통자 우대- 유관 자격증 소지자 우대(투자자산운용사)- 프로그래밍( Python, R 등) 가능자 우대 - 금융기관 신원조회 시 이상이 없는 분 6. 전형 절차 서류전형->1차 실무..."
https://kr.indeed.com/viewjob?jk=d71794dc69947981,소프트웨어 엔지니어,Nexon 성남 분당구,,주요업무 - 넥슨 글로벌 플랫폼의 게임 클라이언트 배포 시스템 및 어플리케이션 개발 지원자격 - C++ 혹은 Python 프로그래밍 언어 능숙자 - 비동기 및 병렬처리 프로그래밍 경험 우대사항 - Modern C++ (11...
https://kr.indeed.com/viewjob?jk=193bfe67eed05c31,Data Scientist,"Koniag, Inc. 대한민국",,"experience is desired Demonstrated proficiency with R or Python, and SQL to manipulate data and draw insights from large..."
https://kr.indeed.com/viewjob?jk=060ca278f9bc2a93,데이터마케팅분야 경력사원,LG전자 3.8 서울 영등포구,,"Big Data 분석/관리 역량 및 관련 업무 경험 보유자 - 데이터 마이닝 및 분석 기술/ SQL, R, Python 등 통계 패키지 활용 자격증 보유 - 데이터베이스 구조에 대한 지식 보유 - 기업 사내 시스템(GMIS..."
https://kr.indeed.com/viewjob?jk=324c4d2fbbec4bd7,풀스텍 개발자,thecompany 경상남도,"연봉 40,000,000원 - 50,000,000원",래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>생체인식(바이오인식)|인터넷·IT·통신·모바일·게임>응용프...
https://kr.indeed.com/viewjob?jk=83d8d1095db19dde,(주)넷타겟 Bio-IT 융합 연구소 AI 연구원,넷타겟 대전 유성구,"연봉 50,000,000원 - 90,000,000원","처리 등 [ 연구도구 ] Python 3, Jupyter Notebook... 그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|전자·기계·기술·화학·연구개발>바이오·식품공학>바이오|전자·기계·기술..."
https://kr.indeed.com/viewjob?jk=385c58c7ced1d77b,데이터 사이언티스트 지향하는 데이터 엔지니어,카카오 4.2 성남 판교역,,"Spark 등 빅데이터 분석 플랫폼을 사용하여 대용량 데이터의 수집,가공이 가능한 분 프로그램 개발(Java, python 등) 기술을 보유하신 분 어떤 일이라도 중요하게 여기며 책임감 있게 진행할 수 있으신 분 자신의 생각..."
https://kr.indeed.com/viewjob?jk=432b169b273d9964,"R&D Engineer, Sr I",Synopsys 서울,,end to back-end Strong software programming skills in C++ and python is required Inclusion and Diversity are important to us...
https://kr.indeed.com/viewjob?jk=26d1cbdbfbca34d4,[허브클랜] 비즈니스 데이터 분석가 (Business Data Analy...,카카오페이 성남 분당구,,하신 분 - SQL등을 통해 복잡한 데이터 셋에서 원하는 데이터를 추출 및 가공할 수 있으신 분 - R 또는 Python을 활용하여 분석 및 결과 리포팅이 가능하신 분 - 분석을 통해 도출된 의견을 논리적이고 체계적으로 제시...
https://kr.indeed.com/viewjob?jk=5fb443efe7acf5ab,데이터 분석가 영입,카카오모빌리티 성남 분당구,,"뤄보신 분 - Java, R, Python, Ruby 등 1개 이상의 주력... 모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
https://kr.indeed.com/viewjob?jk=8662601070f6ff81,[기술플랫폼실] 시스템 엔지니어 영입,카카오페이 성남 분당구,,"분석 능력이 있으신 분 우대사항 - 포털/게임사 에서 대규모 인프라 운영 경험이 있으신 분 - Python, Ruby 프로그램 개발 및 Shell Script 사용이 가능하신 분 - 오픈소스(Redis, Memcached..."
https://kr.indeed.com/viewjob?jk=0bbf23c0930be392,Support Engineer,Microsoft 4.2 서울,,"Linux script-based development environments and tools (PERL, Python, Ruby, PhP, etc.) Programming language (C++/C#) Please..."
https://kr.indeed.com/viewjob?jk=68ee194a9d487aac,Data Engineer,고도소프트 서울 구로구,,"MongoDB, CouchBase, Hadoop, Redis 등 운영 경험이 있는 분 - PHP, Python, JAVA, GO 중 1개 이상 사용한 개발이 가능한 분 우대사항 - Spark, ELK, R, MapReduce..."
https://kr.indeed.com/viewjob?jk=928c3bf56ce83048,백/프론트 웹개발자(풀스택 Full Stack) 경력자,소프트케익 부산 연제구,"연봉 30,000,000원 - 32,000,000원","흥미진진한 여정을 하실 가족을 모십니다. * 필수역량 (:풀스택) - Back-end(백엔드 부분) : Python (또는 Node.js 도 가능), RDBMS(MySQL 등) , AWS 등의 서비스 사용 경험 - Front..."
https://kr.indeed.com/viewjob?jk=2695294aea6dc3b6,MongoDB Engineer,카카오 4.2 성남 판교역,,수 있는 분 Linux/Network에 대한 기초 지식이 있는 분 우대 사항 C/C++ 또는 Python 언어를 이용한 프로그램 개발(프로젝트) 경험이 있는 분 MongoDB 트러블 슈팅 경험이 있는 분 MongoDB...
https://kr.indeed.com/viewjob?jk=19b44e0d17d112e2,분석실 - 베이지안 분석 전문가,Nexon 성남 분당구,,"동으로부터 피드백을 받아 최적화 모델을 개선합니다. - 주요 활용 tool : SQL, zeppelin, python, tableau 지원자격 - (필수) 논리적이고 체계적인 문제 해결 및 커뮤니케이션 능력을 소유하신 분..."
https://kr.indeed.com/viewjob?jk=25725b3c0e607311,Junior Quant Trader,Byzantine Partners 서울,,background is a plus Programming capability is mandatory (i.e. Python) Understanding of machine learning algorithm is a plus...
https://kr.indeed.com/viewjob?jk=ec0c6e742224caeb,Global Fintech Data Scientist,LINE Plus corporation 성남 판교역,,"SQL을 이용한 데이터 전처리/추출이 가능한 자 - 데이터 분석/모델링을 위한 언어가 능숙한 자(R/ Python/Scala 등) - Hadoop 환경에 대한 이해를 기반으로 Hive, Spark, Presto 등 사용이..."
https://kr.indeed.com/viewjob?jk=530a598184580c95,데스크탑 가상화(VDI) 엔지니어,카카오 4.2 성남 판교역,,"기본적 이해 리눅스 시스템에 대한 기본적 이해 우대사항 시스템 엔지니어 경력자 Powershell, Python, Shell 스크립트를 이용한 인프라 관리 자동화 경험자 부드러운 커뮤니케이션, 친절한 마인드의 소유자..."
https://kr.indeed.com/viewjob?jk=e30f23f4f814b717,보험 신규사업 비즈니스 분야 담당자 영입,카카오페이 성남 분당구,,"술적 지식과 설계, 구축, 운영 등 역량을 보유하신 분 - 개발언어(Shell script, JAVA, Python 등)에 대한 이해 및 코드리뷰와 관련한 역량을 보유하신 분 - ISMS-P, PCI-DSS, ISO27001..."
https://kr.indeed.com/viewjob?jk=747e809417b65ce3,Data Scientist (LINE TIMELINE),LINE Plus corporation 성남 서현역,,"Spark 등 대용량 데이터 처리 프레임워크에 대한 경험 - Python, R, SQL 등의 언어를 능숙하게 사용할 수 있는 능력 [우대사항... 원자 : '장애인증명서 또는 복지카드' 첨부 # Data # Python"
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오 4.2 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=fb6bafb5ae960c4e,Security Engineer (보안 엔지니어),Toss 서울 강남구,,"시스템 구축 및 운영 경험이 있는 분 - SIEM 운영, 로그 분석 및 대응 자동화 경험이 있는 분 - Python, Java 또는 C 계열 프로그래밍에 대한 높은 이해 또는 개발 경험이 있는 분 # 우대 사항 - CISSP..."
https://kr.indeed.com/viewjob?jk=fb476a4cff4acfe5,초소형/소형 위성의 비행 및 자세제어 S/W 연구개발자 초빙,스페이스케이 대전 유성구,"연봉 30,000,000원 - 32,000,000원",지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 비행제어 및 자세제어 S/W 연구개발 C/C++ 및 Python 개발 경험자 초소형 및 소형 위성 유경험자 우대 초소형 및 소형 위성 프로젝트 경험자 우대 - 고용보험...
https://kr.indeed.com/viewjob?jk=285996f91e76a862,"NAVER, LINE 서비스 플랫폼 운영",NIT Service 성남 삼평동,,"네이버/라인 서비스 플랫폼운영이란, 국내 및 해외를 포함하여 글로벌하게 제공되는 네이버/라인 서비스인 V앱, 파파고, 네이버클라우드플랫폼, 웨일, 네이버메인, 메일, 카페, 블로그, N드라이브, 폴라, 라인/라인플레이 등의..."
https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안 용인 보정동,,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
https://kr.indeed.com/viewjob?jk=6a399a2c059ebbb1,Solutions Engineer,Confluent 서울,,Computer Science or relevant experience Proficiency in Java or Python with experience developing ETL applications What gives...
https://kr.indeed.com/viewjob?jk=96688eea9c1a9e28,Security Engineer (취약점 분석),Toss 서울 강남구,,"# 자격 요건 - 모의해킹 및 취약점 점검 경력이 있는 분 - 소스 코드 정적 취약점 점검에 능숙한 분 - Python, C, C++, JAVA 중 프로그래밍 언어에 능숙한 분 # 우대 사항 - 국내 또는 국외 버그 바운티..."
https://kr.indeed.com/viewjob?jk=d585814d097935eb,카카오톡 보이스톡/페이스톡/라이브톡 개발자,카카오 4.2 성남 판교역,,"우대 사항 ✓ Spring/Java 혹은 Spring/Kotlin 기반 서버 개발 경험 ✓ MySQL, Python, JavaScript, Node.js 경험 ✓ 모바일/웹 환경을 위한 API 시스템 개발 경험 ✓ k8s..."
https://kr.indeed.com/viewjob?jk=48090bdf1303bd76,매칭팀 - 데이터분석가,Nexon 성남 분당구,,및 대시보드 설계 지원자격 - (필수) 데이터 정제 및 머신러닝 기법 적용에 필요한 프로그래밍 능력 (R or Python) - (필수) SQL 기본 활용 능력 - (선택) Spark를 활용한 데이터 처리 및 분석 능력...
https://kr.indeed.com/viewjob?jk=3be9c091be0a88a8,MySQL 운영 및 개발 DBA (경력),네오위즈 대한민국,,있는 분 - Unix(Linux) / Windows Script 작성 능력을 갖춘 분 - Java / python 개발 능력을 보유한 분 모집기간 채용시 마감 고용형태 정규직 전형방법 서류전형 - 1차면접(실무...
https://kr.indeed.com/viewjob?jk=1d1a37aff94c12d7,Counter Intelligence and HUMINT Operatio...,Booz Allen Hamilton 경기도 평택,,SharePoint... creating mathematical models and coding in R and Python Knowledge... US Army's organizational structure...
https://kr.indeed.com/viewjob?jk=abfc94fd3a20ea51,mmWave HW Design Engineer,Apple 서울,,"Momentum Programming and scripting languages... C, Java, Python, MySQL, or MATLAB Description - Collaborate closely..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.2 성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=69683e2b8c056c4d,[해외취업] IT엔지니어,유아솔류션즈 대한민국,"연봉 35,000,000원 - 60,000,000원","Swift iOS/Android 스마폰 소프트웨어 개발, WEB 서비스 개발, 업무 소프트웨어 개발. ・ Python/Perl AI,시뮬레이션 및 빅크 데이터분석 Tool구사와 개발 통신/운통 운영시스테므 개발 ・C/C++..."
https://kr.indeed.com/viewjob?jk=097c35ed002a62e5,NAVER IDC 서버 운영/관리(평촌),NIT Service 안양 동안구,,"사항] - Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 [고용형태] - 정규직 [근무지역..."
https://kr.indeed.com/viewjob?jk=3b752abecf619fe5,플랫폼 채팅모듈 개발자,Nexon 성남 분당구,,"대사항 - 대규모 동시 접속 및 고용량 데이터 처리 경험 - Unix/Linux 시스템에 대한 이해 - Python, Java, Event-Driven Framework에 대한 이해 - TCP/IP와 네트워크 프로그래밍..."
https://kr.indeed.com/viewjob?jk=14ca14209b44c665,[GC녹십자지놈]BI팀 팀원,녹십자지놈 용인 기흥구,,"보학 전공자 3. 프로그래밍 가능자 ( Python, Perl, R 등) 4... 터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터..."
